resample_id,net_pnl
782,231.9760206683566
783,201.27194117815063
784,250.0859385366562
785,168.74310807312347
786,168.08055667102036
787,199.07107358754365
788,179.44793762877916
789,209.65448592868105
790,272.852942970601
791,246.56020781473447
792,155.28355913990623
793,224.8798477063428
794,161.35547187516315
795,115.40735088084769
796,216.3854462353633
797,207.35831394544476
798,183.71257040114327
799,156.53534589429103
800,196.9884895709246
801,224.51994903326286
802,222.20809689680834
803,208.10390745309397
804,157.02488073000637
805,117.41796537083259
806,228.30924209172358
807,300.1934804207888
808,196.55305580297807
809,186.54915869384206
810,180.4206208669351
811,177.1096739184698
812,201.1095214595034
813,203.23083509449563
814,215.21890494305293
815,155.61510507027546
816,235.0585320250907
817,227.43965178127505
818,197.08237897015013
819,200.15069660453088
820,178.41870825982457
821,125.6508424336604
822,199.89959450639893
823,212.62826410696718
824,205.64527410263096
825,134.03178685706195
826,372.24632448336337
827,312.92990930432995
828,210.07126154961506
829,173.766145891971
830,166.81051096052926
831,184.63797144372123
832,178.30397546519816
833,151.02733379167918
834,148.4838172719691
835,198.93849449850617
836,158.7185164677185
837,181.43371412352832
838,123.76923065493216
839,233.90381222613732
840,96.36232369714195
841,199.88391273413117
842,234.5317210059852
843,171.46487177907863
844,175.78173406977757
845,241.37699159998724
846,105.50532165837113
847,244.47485211021507
848,183.36984450613636
849,205.72286266306207
850,237.51631825309545
851,128.5493106377715
852,153.78398140065266
853,133.0436177453846
854,265.216209893188
855,135.08414779266081
856,120.97106663329384
857,154.6303627309923
858,171.32012808555393
859,207.71133757728495
860,168.35807259800717
861,151.80329316234923
862,208.44718648293662
863,177.41449226002678
864,158.51337033839786
865,189.00599362209843
866,97.85110255720448
867,133.66880993964867
868,194.60874796085267
869,180.1248865644109
870,144.4424006212077
871,215.298090121587
872,187.69283420680932
873,174.01920690334902
874,227.7580677046061
875,193.14889156939043
876,181.71027923061888
877,229.95994473096576
878,234.11579452966313
879,170.33460092712966
880,160.1563366445275
881,115.42880334177602
882,175.23567442092718
883,189.7509224240107
884,76.63930155501978
885,184.30365557739447
886,196.71321270602257
887,136.51066617491094
888,184.98627482484218
889,132.12151437028544
890,129.1611043712413
891,116.3034703655371
892,211.4828605306265
893,195.21074127072578
894,182.75022410356846
895,199.43491744519372
896,146.28209785610917
897,238.8527947863627
898,188.88907295390726
899,176.54718003339767
900,235.16767556565327
901,155.08251078925667
902,199.62885954453407
903,186.6676167063352
904,127.37019201971589
905,219.8342723378537
906,158.54369674690932
907,228.181799299839
908,270.395640670912
909,164.60141747573147
910,113.09634205101969
911,143.86926430607429
912,206.04592886680177
913,192.42634934163948
914,219.33189367891785
915,215.1037342239359
916,149.55938617680718
917,156.46687371901533
918,208.49987448332988
919,244.6795351859069
920,211.26637098144272
921,217.82312675343456
922,168.09979347666808
923,158.0223217823959
924,305.91931542646296
925,215.03303836324886
