edge_threshold,price_filter,prob_source,size_style,cost_model,n_trades,win_rate,avg_edge,gross_pnl,net_pnl,risk,roi_on_risk,max_drawdown,best_city,worst_city,best_strike_zone,worst_strike_zone
0.03,all,blend_50_50,flat_1,gross,427,0.6744730679156908,0.12114786317449468,54.35,54.35,233.65,0.23261288251658463,3.1499999999999915,boston,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,flat_1,spread_2c,427,0.6744730679156908,0.12114786317449468,54.35,45.809999999999995,233.65,0.1960624866252942,3.6700000000000017,boston,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,flat_1,fee_kalshi,427,0.6744730679156908,0.12114786317449468,54.35,49.0802145,233.65,0.21005869676867106,3.4870709999999985,boston,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,dollar_risk_1,gross,423,0.6808510638297872,0.12176934857821703,170.98800801332015,170.98800801332015,423.0,0.4042269692986292,10.841800473578942,boston,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,dollar_risk_1,spread_2c,423,0.6808510638297872,0.12176934857821703,170.98800801332015,132.623027650616,423.0,0.31352961619530967,17.15780506932507,boston,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,dollar_risk_1,fee_kalshi,423,0.6808510638297872,0.12176934857821703,170.98800801332015,157.73210801332016,423.0,0.37288914423952757,13.309926205670806,boston,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,kelly_quarter,gross,427,0.6744730679156908,0.12114786317449468,13252.294706606417,13252.294706606417,35092.22137883035,0.37764194416603575,601.2891849009013,boston,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,kelly_quarter,spread_2c,427,0.6744730679156908,0.12114786317449468,13252.294706606417,10988.250195936012,35092.22137883035,0.31312495374159355,795.4586371994644,miami,chicago,bin_between,threshold_greater
0.03,all,blend_50_50,kelly_quarter,fee_kalshi,427,0.6744730679156908,0.12114786317449468,13252.294706606417,12347.017299035006,35092.22137883035,0.3518448480575082,639.24887513115,boston,chicago,bin_between,threshold_greater
0.03,0.15-0.85,model_prob_raw,flat_1,gross,339,0.6666666666666666,0.24258047667039426,32.695,32.695,193.305,0.1691368562634179,3.3400000000000034,miami,phoenix,bin_between,threshold_greater
0.03,0.15-0.85,model_prob_raw,flat_1,spread_2c,339,0.6666666666666666,0.24258047667039426,32.695,25.914999999999996,193.305,0.13406275057551534,3.8000000000000007,miami,phoenix,bin_between,threshold_greater
0.03,0.15-0.85,model_prob_raw,flat_1,fee_kalshi,339,0.6666666666666666,0.24258047667039426,32.695,27.64200625,193.305,0.1429968508315874,3.6782154999999994,miami,phoenix,bin_between,threshold_greater
0.03,0.15-0.85,model_prob_raw,dollar_risk_1,gross,339,0.6666666666666666,0.24258047667039426,88.62881821856902,88.62881821856902,339.0,0.26144194164769624,9.476133040703647,miami,denver,bin_between,threshold_less
0.03,0.15-0.85,model_prob_raw,dollar_risk_1,spread_2c,339,0.6666666666666666,0.24258047667039426,88.62881821856902,74.67470324724516,339.0,0.22027936061134265,10.398279559885268,miami,denver,bin_between,threshold_less
0.03,0.15-0.85,model_prob_raw,dollar_risk_1,fee_kalshi,339,0.6666666666666666,0.24258047667039426,88.62881821856902,78.43016821856902,339.0,0.23135742837335996,10.15233304070366,miami,denver,bin_between,threshold_less
0.03,0.15-0.85,model_prob_raw,kelly_quarter,gross,339,0.6666666666666666,0.24258047667039426,15321.93476131163,15321.93476131163,51717.53521408371,0.2962618906312295,1023.9548929641164,miami,chicago,bin_between,threshold_less
0.03,0.15-0.85,model_prob_raw,kelly_quarter,spread_2c,339,0.6666666666666666,0.24258047667039426,15321.93476131163,13395.561652722896,51717.53521408371,0.2590139224012172,1131.2134962973882,miami,chicago,bin_between,threshold_less
0.03,0.15-0.85,model_prob_raw,kelly_quarter,fee_kalshi,339,0.6666666666666666,0.24258047667039426,15321.93476131163,13882.826083464515,51717.53521408371,0.26843557075945,1102.9658914040524,miami,chicago,bin_between,threshold_less
0.03,0.15-0.85,model_prob_recal,flat_1,gross,333,0.6816816816816816,0.25372791885361,41.36,41.36,185.64,0.22279681103210516,3.975000000000005,miami,chicago,bin_between,threshold_less
0.03,0.15-0.85,model_prob_recal,flat_1,spread_2c,333,0.6816816816816816,0.25372791885361,41.36,34.699999999999996,185.64,0.18692092221503986,4.415000000000002,miami,chicago,bin_between,threshold_less
0.03,0.15-0.85,model_prob_recal,flat_1,fee_kalshi,333,0.6816816816816816,0.25372791885361,41.36,36.446826,185.64,0.19633067226890757,4.297621250000001,miami,chicago,bin_between,threshold_less
